name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Iasi,2017-01-04,3.8,-3.2,1,1.9,-6.2,-2.1,-7.3,54.6,0,0,0,,0,0,36,19.1,219.9,1008.6,61,10,54,4.6,3,,2017-01-04T07:55:57,2017-01-04T16:33:33,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-05,6.6,-4,2,4.5,-10,-0.7,-6.3,55.1,0.001,100,4.17,snow,0,0,36,18.7,304.7,1007.4,89.1,10,64.6,5.5,3,,2017-01-05T07:55:47,2017-01-05T16:34:38,0.25,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-06,-4.6,-13.8,-10.1,-11,-22.7,-18,-13.9,73.7,1.118,100,70.83,snow,4.4,1.9,64.8,24.4,334.4,1022.7,78,4.6,25.5,2.2,1,,2017-01-06T07:55:34,2017-01-06T16:35:44,0.29,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-07,-13.2,-15.6,-14.4,-23,-26.4,-24.5,-18.4,71.9,0.209,100,70.83,snow,8.4,5.7,64.8,33.7,320.4,1022.1,76.6,3.6,44.5,3.8,2,,2017-01-07T07:55:19,2017-01-07T16:36:53,0.32,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-08,-11.5,-13.7,-12.4,-17.6,-24.1,-21,-14.9,81.5,4.061,100,79.17,snow,10.6,15.2,75.6,29.5,318.7,1016.1,94.4,2.4,26.7,2.3,1,,2017-01-08T07:55:00,2017-01-08T16:38:03,0.36,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-09,-8.7,-14.8,-11.1,-12,-20.6,-16,-13.7,81.6,0.341,100,62.5,snow,0.2,16,21.6,12.3,317.6,1023.5,86.6,6.5,56.3,4.8,3,,2017-01-09T07:54:39,2017-01-09T16:39:15,0.39,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-10,-6.2,-13.8,-9.3,-7.4,-17.8,-12,-12.3,79.6,0,0,0,snow,2.4,16.8,18,10.6,304,1026,64.8,8.4,75.7,6.6,3,,2017-01-10T07:54:15,2017-01-10T16:40:28,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-11,-6,-13.3,-8.8,-6.4,-17.9,-13,-10.4,88.6,5.37,100,58.33,snow,3.8,19.7,21.6,11.5,291.2,1020.6,90.6,3.8,26.4,2.2,1,,2017-01-11T07:53:49,2017-01-11T16:41:43,0.46,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-12,-5.1,-10.7,-8.1,-6.5,-16.3,-11.7,-10.6,82.1,2.389,100,8.33,snow,0,19.8,22.7,12.6,84.8,1011.8,70.8,5.9,70.6,6.1,3,,2017-01-12T07:53:19,2017-01-12T16:43:00,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-13,0.6,-11.5,-5.2,-2.1,-18.1,-9.4,-9,74.9,0,0,0,,0,18,34.9,23.3,103.1,1011.3,59.3,8.9,58.7,4.9,3,,2017-01-13T07:52:47,2017-01-13T16:44:18,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-14,5.9,-2.1,1.7,4.9,-8,-1.7,-2.6,73.8,0,0,0,,0,14.3,37.4,23.3,127.1,1000.7,60.1,9.9,69.1,6,3,,2017-01-14T07:52:13,2017-01-14T16:45:37,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-15,1.7,-7.6,-3.2,-0.2,-9.5,-5.2,-5.3,86,0,0,0,,0,14,14.4,9.9,73.2,1016.4,35.5,7.2,77.9,6.8,4,,2017-01-15T07:51:36,2017-01-15T16:46:57,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-16,-2.7,-7.5,-4.8,-3.6,-11.6,-5.7,-5.8,93,0,0,0,,0,14,10.8,9.1,34.4,1024.5,83.6,2.6,66.2,5.6,3,,2017-01-16T07:50:56,2017-01-16T16:48:19,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-17,-4.3,-6.5,-5.6,-5.5,-9.4,-8,-6.8,91.8,0,0,0,,0,14,22.7,9,309.6,1032.3,97.2,3,54.4,4.7,3,,2017-01-17T07:50:14,2017-01-17T16:49:42,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-18,-3.2,-9.4,-6.2,-6.6,-12.5,-9.2,-8.3,85.4,0,0,0,,0,14,24.5,11.2,313.7,1038.4,59.4,6.4,71.8,6.3,3,,2017-01-18T07:49:29,2017-01-18T16:51:06,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-19,-4.8,-12.4,-9.6,-4.8,-16,-11.4,-11.6,85.7,0,0,0,snow,0.6,14.2,14.4,10.4,289.5,1041.2,2.2,4.8,69.3,6.1,3,,2017-01-19T07:48:42,2017-01-19T16:52:31,0.72,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-20,-6.7,-16.3,-11.8,-6.7,-20.3,-12.2,-14.1,83.1,0,0,0,snow,1,15.1,14.4,6.3,352.7,1036.8,73.5,3.7,66.9,5.7,3,,2017-01-20T07:47:52,2017-01-20T16:53:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-21,2.1,-6.4,-0.6,-0.4,-6.4,-2.9,-3.3,82.2,0.903,100,29.17,"rain,snow",0.4,15.3,34.9,15.7,290.9,1030.6,91.9,5.9,26.7,2.5,1,,2017-01-21T07:47:00,2017-01-21T16:55:24,0.79,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-22,2.7,0.7,1.4,2.7,-2.2,-0.2,-0.4,88,0.17,100,25,"rain,snow",0,13,21.6,10.7,306,1035.2,86.2,5.9,29.4,2.5,1,,2017-01-22T07:46:06,2017-01-22T16:56:52,0.82,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-23,2.5,-1.3,0.8,1,-4.7,-1.8,-3.4,74.1,0,0,0,,0,12.1,28.8,15.5,161.8,1031,87.7,10,83.9,7.2,4,,2017-01-23T07:45:09,2017-01-23T16:58:21,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-24,-0.7,-3.8,-2.2,-2.3,-8.1,-4.5,-3.9,87.8,0,0,0,,0,11.8,30.2,14.3,313.5,1023.9,65.5,6.1,43.6,3.8,2,,2017-01-24T07:44:10,2017-01-24T16:59:50,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-25,0,-4.8,-1.6,-4.1,-10.7,-6.2,-4.5,80.9,0.017,100,37.5,"rain,snow",0,11.1,43.2,25,324.1,1025.5,80.7,6.6,34,3,2,,2017-01-25T07:43:09,2017-01-25T17:01:20,0.92,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-26,-5,-12,-7.8,-10.6,-15.6,-12.9,-12.3,70.1,0,0,0,snow,0.6,11.2,43.2,17.7,320.4,1034.2,4,10,56.9,5,2,,2017-01-26T07:42:05,2017-01-26T17:02:50,0.95,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-27,-1.9,-13.6,-6.9,-5.6,-15.7,-9.7,-10.3,78.1,0.139,100,20.83,"rain,snow",0.4,11.9,30.6,16.9,292.1,1030.6,66.7,8.3,56.2,4.9,3,,2017-01-27T07:41:00,2017-01-27T17:04:21,0.98,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-28,-0.5,-1.9,-1.3,-0.5,-5.8,-2.5,-2.4,91.9,0.032,100,29.17,"rain,snow",0,11.8,18,11.4,6.3,1029.7,80.7,2.7,48.2,4.1,2,,2017-01-28T07:39:52,2017-01-28T17:05:52,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-29,-1,-2.8,-1.8,-3.7,-8,-5.6,-3.7,87,0.003,100,12.5,"rain,snow",0,11.1,25.2,17.9,103.8,1032.1,91.9,6.7,42.2,3.8,2,,2017-01-29T07:38:42,2017-01-29T17:07:24,0.05,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-30,-2.7,-8.1,-4.1,-7.8,-14.5,-9.9,-8.1,74.4,0,0,0,,0,11,39.6,21.3,132.8,1034,82.8,9.9,54,4.6,2,,2017-01-30T07:37:31,2017-01-30T17:08:56,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-01-31,0.3,-9.7,-5.2,-5.3,-17.3,-11.1,-9.6,72.3,0,0,0,,0,10.8,37.8,22.7,133.8,1030.3,4.3,10,100.1,8.7,4,,2017-01-31T07:36:17,2017-01-31T17:10:29,0.12,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-01,-0.3,-8.3,-4.7,-3.8,-13.4,-8.4,-7.6,81.1,0,0,0,,0,10.1,21.6,13.3,88.9,1028.4,0,9.3,99.3,8.6,4,,2017-02-01T07:35:01,2017-02-01T17:12:01,0.16,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-02,0.3,-8.6,-3.9,-3.7,-13.8,-8.2,-6.1,85.6,0,0,0,,0,9.8,28.8,22.4,103.7,1026.5,54.5,4.2,95.4,8.4,4,,2017-02-02T07:33:44,2017-02-02T17:13:34,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-03,2.6,-1.8,0.3,2.6,-7.2,-3.5,-1.8,85.5,0,0,0,,0,9.1,25.2,22.3,99.2,1016.2,99,5.3,60.1,5.2,3,,2017-02-03T07:32:24,2017-02-03T17:15:07,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-04,4.3,0.3,1.7,4.3,-1.5,1,0.2,89.7,0.675,100,8.33,rain,0,8.8,12.2,7.3,324.2,1012.5,87.2,3.8,66.1,5.8,3,,2017-02-04T07:31:03,2017-02-04T17:16:41,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-05,2.3,0.2,1.1,0.8,-3.2,-1.6,0.3,94.7,0.005,100,12.5,"rain,snow",0,7.8,21.6,14.2,103.8,1010.4,85.3,2.2,46,3.9,2,,2017-02-05T07:29:40,2017-02-05T17:18:14,0.3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-06,1.7,0.3,1,1.7,-1.9,0.1,0.6,97.3,0.005,100,12.5,"rain,snow",0.6,7.3,18,9,52.1,1015.1,97.1,1.4,48.5,4.1,2,,2017-02-06T07:28:16,2017-02-06T17:19:47,0.34,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-07,1,-5.7,-1.7,-0.6,-10.4,-5.7,-2.8,92.6,1.974,100,75,"rain,snow",5.9,9.8,25.2,17.1,84.2,1021,77.6,3.7,24.4,2.1,1,,2017-02-07T07:26:50,2017-02-07T17:21:21,0.37,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-08,-4.9,-8.7,-6.4,-8.9,-14.9,-11.4,-8.2,87.1,7.278,100,70.83,snow,11.4,19.1,25.2,18,43.2,1029.2,88.4,4.4,35.2,3,2,,2017-02-08T07:25:22,2017-02-08T17:22:54,0.41,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-09,-5.2,-13.3,-8.1,-6.2,-17.5,-11.6,-13.1,68.6,6.723,100,29.17,snow,4.9,28.5,21.6,16.1,8.4,1037.9,78.1,8.3,86.5,7.2,4,,2017-02-09T07:23:52,2017-02-09T17:24:28,0.44,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-10,-7.2,-19.1,-14,-7.2,-24.7,-16.9,-18.4,70.7,0.001,100,4.17,snow,0,27.1,14.4,7.3,283,1039.8,7.1,9.7,113,9.7,4,,2017-02-10T07:22:22,2017-02-10T17:26:01,0.48,Snow,Clear conditions throughout the day with afternoon snow.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-11,-8,-20.1,-13.1,-8,-21.2,-15.4,-15.3,83.7,0,0,0,,0,26.7,18,9.2,271.6,1039.6,70.9,3.9,58.3,5.1,3,,2017-02-11T07:20:49,2017-02-11T17:27:34,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-12,-3.9,-8,-6,-3.9,-10.7,-6.6,-9.3,78.3,0.001,100,4.17,snow,0,25.6,14.4,6.3,136,1041.6,96.9,7.4,61.8,5.3,3,,2017-02-12T07:19:15,2017-02-12T17:29:07,0.54,"Snow, Overcast",Cloudy skies throughout the day with morning snow.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-13,-5,-7.7,-6.1,-5,-12.2,-8.7,-10,74.3,0,0,0,,0,23.7,19.1,11.5,325.5,1040,100,9.1,86.7,7.4,3,,2017-02-13T07:17:40,2017-02-13T17:30:40,0.58,Overcast,Cloudy skies throughout the day.,cloudy,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-14,1,-9.7,-4.2,-2.8,-13.7,-8,-9.2,69.4,0,0,0,,0,21.7,44.3,17.3,290.1,1031.9,88.3,8.6,63.5,5.5,3,,2017-02-14T07:16:04,2017-02-14T17:32:13,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-15,-0.3,-4.5,-2,-3.6,-9,-6.6,-4.8,81,0.001,100,4.17,snow,0,20.1,50,32.4,323.7,1033.8,88.8,6.5,62.9,5.4,2,,2017-02-15T07:14:26,2017-02-15T17:33:46,0.64,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-16,-0.6,-7,-2.9,-2.5,-11.6,-6,-4.8,86.9,0,0,0,,0,19.8,24.5,13.4,66.3,1036,52,6.8,107,9.4,5,,2017-02-16T07:12:46,2017-02-16T17:35:18,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-17,1.4,-7.5,-2.6,0.8,-11.9,-5.5,-4.3,88,0,0,0,,0,18.6,21.6,13.3,95.8,1025.7,73.8,3.7,106.3,9.2,5,,2017-02-17T07:11:06,2017-02-17T17:36:50,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-18,3.7,-2.6,0.5,3.3,-4.7,-0.8,-1.6,85.8,0.013,100,4.17,"rain,snow",0,16.9,23.8,9,287.1,1022.9,90.4,3.8,97.7,8.3,5,,2017-02-18T07:09:24,2017-02-18T17:38:23,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-19,3.9,-2,0.9,3,-3,-0.2,-1.3,85.3,0,0,0,,0,15.8,13.3,10.7,112.6,1027.3,62.7,5.6,97.3,8.3,4,,2017-02-19T07:07:42,2017-02-19T17:39:54,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-20,2,0.1,0.9,1,-2.7,-1,-0.5,91.5,0.462,100,58.33,"rain,snow",0,14.8,18,10.7,53,1020.9,89.2,4.1,63,5.4,2,,2017-02-20T07:05:58,2017-02-20T17:41:26,0.8,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,LRIA,15094099999"
Iasi,2017-02-21,5.5,-3.9,1.2,5,-6.6,0,-0.9,86.9,0.018,100,20.83,rain,0,13.4,21.6,9,170.1,1010.4,91,5.6,69.4,5.9,3,,2017-02-21T07:04:13,2017-02-21T17:42:57,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,LRIA,15094099999"
Iasi,2017-02-22,8.9,2.5,5.1,8.9,0,3.2,-0.6,67.5,0.701,100,16.67,rain,0,10.6,42.8,15.9,289.6,1010,57.8,10,124.3,10.7,5,,2017-02-22T07:02:27,2017-02-22T17:44:28,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,LRIA,15094099999"
Iasi,2017-02-23,13.3,4.3,8.1,13.3,1.9,6.7,1.9,65.6,0,0,0,,0,7.1,28.8,12.4,237.2,1005.2,93.1,10,106.5,9.2,4,,2017-02-23T07:00:40,2017-02-23T17:45:59,0.9,Overcast,Cloudy skies throughout the day.,cloudy,"15056099999,15111099999,15090099999,15113099999,LRIA,15094099999"
Iasi,2017-02-24,14.3,5,10.4,14.3,3.3,9.8,1.8,56,0,0,0,,0,3.1,43.2,14.5,240.7,1004.1,87.3,10,113.8,9.8,5,,2017-02-24T06:58:52,2017-02-24T17:47:29,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-25,8.9,0.5,4,8.4,-1.5,1.7,-2.9,62.2,0.026,100,20.83,"rain,snow",0,0.8,39.2,18.5,311.3,1017.4,74.2,10,115.6,9.9,5,,2017-02-25T06:57:04,2017-02-25T17:49:00,0.96,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-26,9.1,-3.5,3,7.2,-6.1,1.3,-3.2,67.5,0,0,0,,0,0,36.4,18.3,177.2,1023.6,64.4,10,128.3,11,5,,2017-02-26T06:55:14,2017-02-26T17:50:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-27,13.9,0.6,6.5,13.9,-0.6,5.5,-0.6,65,0,0,0,,0,0.5,25.2,12.5,92.4,1018.4,41.3,10,151.5,13,6,,2017-02-27T06:53:24,2017-02-27T17:51:59,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-02-28,10.5,2.4,5.9,10.5,-2,2.9,2.9,81.5,0,0,0,,0,0.5,41,23.2,108.1,1013.7,48.6,9.3,123,10.6,4,,2017-02-28T06:51:32,2017-02-28T17:53:29,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-01,9.8,2.2,6.3,7,-1.3,3.1,4.3,87.4,0.001,100,4.17,rain,0,0.1,43.9,28.6,113.2,1007.3,59.4,8.6,140.7,12.1,6,,2017-03-01T06:49:40,2017-03-01T17:54:58,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-02,12.7,5.4,8.2,12.7,2.2,6.8,2.3,68.7,0.001,100,4.17,rain,0,0,38.9,16.2,338.1,1011.6,52.4,8.7,118.6,10.3,4,,2017-03-02T06:47:48,2017-03-02T17:56:26,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-03,11.5,1.4,5.5,11.5,1.1,4.7,0.5,71.8,0.001,100,4.17,rain,0,0,42.5,20.6,291,1018.8,55.8,10,121.4,10.7,5,,2017-03-03T06:45:54,2017-03-03T17:57:55,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-04,16.8,0.2,8.3,16.8,-2.5,7.1,0.3,62.7,0,0,0,,0,0,50.4,24.2,169.4,1018.8,49.4,10,163.5,14.2,6,,2017-03-04T06:44:00,2017-03-04T17:59:23,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-05,16.2,3.6,9.3,16.2,0.5,7.6,2.7,65.3,0,0,0,,0,0,37.1,20.8,122.9,1014.8,58.9,10,157.8,13.7,6,,2017-03-05T06:42:05,2017-03-05T18:00:51,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-06,14.5,4.3,8.7,14.5,1,7,4.7,76.8,0.07,100,20.83,rain,0,0,32.4,19.7,108.9,1006.7,93.5,9.9,141.4,12.1,6,,2017-03-06T06:40:10,2017-03-06T18:02:19,0.28,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-07,13.3,4,8.8,13.3,2.8,8.1,5.5,80.5,0.006,100,4.17,rain,0,0,29.5,22.2,99.7,1009.8,62.6,9.8,144.9,12.5,6,,2017-03-07T06:38:14,2017-03-07T18:03:46,0.31,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-08,16.4,7.5,10.4,16.4,6,9.5,6.7,79.4,0.016,100,20.83,rain,0,0,25.2,14.2,78.5,1019.9,67.6,9,82.6,7.1,3,,2017-03-08T06:36:18,2017-03-08T18:05:13,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-09,10.4,3.4,6.2,10.4,2.1,5.4,4.4,88.6,0.001,100,4.17,rain,0,0,15.1,12.4,92,1020.2,63.4,4.4,119.7,10.3,5,,2017-03-09T06:34:21,2017-03-09T18:06:40,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-10,8.2,1.9,5.3,7.2,0.3,3.7,3.9,91.2,13.101,100,37.5,rain,0,0,28.8,15.8,341.2,1014.1,89.7,4.5,57.8,5,2,,2017-03-10T06:32:24,2017-03-10T18:08:07,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-11,7.1,5.2,6.3,5,2,3.6,5.2,92.7,16.39,100,66.67,rain,0,0,64.8,16.2,326.2,1012.6,79.3,4.3,42.3,3.5,1,,2017-03-11T06:30:26,2017-03-11T18:09:33,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-12,4.5,2.4,3.3,2.2,-2,-0.3,2.5,94.6,1.26,100,62.5,rain,0,0,43.2,18.8,320.4,1015.3,77.4,5.1,30.5,2.7,1,,2017-03-12T06:28:28,2017-03-12T18:10:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-13,5.9,4,4.9,3.6,1.1,2.4,2.7,86,0.272,100,37.5,rain,0,0,39.6,15.3,336.3,1020.5,90.3,7.5,60.9,5.3,3,,2017-03-13T06:26:30,2017-03-13T18:12:25,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-14,10.1,5,6.8,10.1,1.7,4.1,2.8,76.4,0,0,0,,0,0,40.3,18.8,320.8,1023.2,85.3,9.4,96,8.3,4,,2017-03-14T06:24:31,2017-03-14T18:13:51,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-03-15,11.1,4.3,6.6,11.1,1.7,4.8,2.5,76.7,0.82,100,25,rain,0,0,43.2,17.1,320.4,1022.6,79.7,8.2,72,6.3,3,,2017-03-15T06:22:32,2017-03-15T18:15:17,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
