name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Iasi,2017-05-29,25.8,11.6,19.5,25.8,11.6,19.5,9.3,55.7,0,0,0,,0,0,21.6,12.5,219.8,1019.7,9.8,10,265.7,23,8,,2017-05-29T05:19:56,2017-05-29T20:54:45,0.12,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-30,27.8,12.5,20.7,27.3,12.5,20.6,12.2,59.8,0,0,0,,0,0,23,7.1,292.1,1013.4,45.2,10,285.2,24.5,8,,2017-05-30T05:19:13,2017-05-30T20:55:43,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-05-31,29.1,17.5,23.1,29.1,17.5,23.1,15.1,62.3,0.01,100,16.67,rain,0,0,39.2,20.4,291.1,1012.8,60.8,10,266.8,23.2,8,,2017-05-31T05:18:33,2017-05-31T20:56:40,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-01,25.7,17.7,21.6,25.7,17.7,21.6,13.2,60.8,0.003,100,8.33,rain,0,0,29.5,13,309,1015,61.8,10,209.3,18.1,6,,2017-06-01T05:17:55,2017-06-01T20:57:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-02,25.3,11,19.3,25.3,11,19.3,7.6,48.5,0,0,0,,0,0,30.2,12.6,317.8,1016.6,56.5,10,328.5,28.3,9,,2017-06-02T05:17:19,2017-06-02T20:58:28,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-03,25.2,11.5,18.9,25.2,11.5,18.9,8,51.7,0,0,0,,0,0,24.8,8.1,318.6,1017,25.8,10,313.3,27,9,,2017-06-03T05:16:46,2017-06-03T20:59:20,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-04,27.9,14.1,21.9,27.2,14.1,21.8,10.3,49.4,0,0,0,,0,0,39.6,19.1,154.5,1015.9,16.5,10,295,25.4,8,,2017-06-04T05:16:15,2017-06-04T21:00:10,0.32,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-05,28.1,17.5,22.9,27.5,17.5,22.8,11.8,51.1,0,0,0,,0,0,36,17.1,172.3,1014.8,22.9,10,311.4,26.9,9,,2017-06-05T05:15:46,2017-06-05T21:00:58,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-06,28.3,14.9,22.1,27.9,14.9,22,13.3,61,0,0,0,,0,0,25.2,14.2,163.9,1014,27.7,10,282,24.2,8,,2017-06-06T05:15:21,2017-06-06T21:01:44,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-07,29.6,15,22.9,28.6,15,22.6,12.5,54.4,0.02,100,20.83,rain,0,0,29.9,13.3,109.1,1012.2,38.6,10,314,27,9,,2017-06-07T05:14:57,2017-06-07T21:02:28,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-08,22.2,14.3,18.4,22.2,14.3,18.4,15.5,83.6,3.276,100,45.83,rain,0,0,39.6,26.4,317,1014.1,75.7,9.1,90.1,7.6,3,,2017-06-08T05:14:36,2017-06-08T21:03:11,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-09,24.3,13.3,18.1,24.3,13.3,18.1,10.6,65.6,1.617,100,25,rain,0,0,39.6,22.5,338.7,1016,83.5,9,141.5,12,5,,2017-06-09T05:14:18,2017-06-09T21:03:51,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-10,25.7,12.1,19.3,25.7,12.1,19.3,9.7,57.3,0,0,0,,0,0,30.2,12.2,299.4,1016.1,29.8,10,239.4,20.7,7,,2017-06-10T05:14:02,2017-06-10T21:04:29,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-11,25.5,13.3,19.6,25.5,13.3,19.6,11.7,62.8,0,0,0,,0,0,25.2,11.4,308.3,1017.3,45.8,10,225,19.2,7,,2017-06-11T05:13:49,2017-06-11T21:05:05,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-12,28.4,14.3,21.7,27.7,14.3,21.6,13.2,61.5,0,0,0,,0,0,25.2,10.6,241.3,1014.7,36.7,10,247.1,21.4,8,,2017-06-12T05:13:38,2017-06-12T21:05:39,0.6,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-13,27.1,18.1,22.6,27,18.1,22.6,13.8,58.9,0,0,0,,0,0,34.9,13.3,329.5,1010.1,70.7,10,241.5,20.7,7,,2017-06-13T05:13:29,2017-06-13T21:06:11,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-14,23.4,14.2,18.8,23.4,14.2,18.8,8.9,54.1,0.017,100,16.67,rain,0,0,46.8,20.2,317.3,1012.2,66.1,10,213.2,18.5,7,,2017-06-14T05:13:24,2017-06-14T21:06:40,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-15,23.5,14.4,18.9,23.5,14.4,18.9,7.5,49.9,0,0,0,,0,0,46.8,18.3,315.7,1016.1,51.7,10,262.1,23,7,,2017-06-15T05:13:20,2017-06-15T21:07:08,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-16,27,11.4,19.8,26.5,11.4,19.8,7.7,49.2,0,0,0,,0,0,24.1,9.8,242.8,1015.6,30,10,305.8,26.5,9,,2017-06-16T05:13:20,2017-06-16T21:07:33,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-17,21.1,15.3,18.4,21.1,15.3,18.4,12.8,70.3,0.228,100,16.67,rain,0,0,39.6,16.8,320.4,1009.3,82.1,10,123.9,10.6,4,,2017-06-17T05:13:21,2017-06-17T21:07:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-18,23.3,14,17.8,23.3,14,17.8,13.1,75.3,4.506,100,45.83,rain,0,0,43.6,20.7,15.2,1012.2,73.3,8.7,142.5,12.3,5,,2017-06-18T05:13:26,2017-06-18T21:08:15,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-19,26.9,13.9,21,26.6,13.9,20.9,12.9,62.9,0,0,0,,0,0,36,15.1,314.2,1017.3,41.8,10,233,20.2,7,,2017-06-19T05:13:32,2017-06-19T21:08:33,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-20,29.3,17.7,23.6,28.7,17.7,23.6,14.8,59.9,0,0,0,,0,0,37.4,14.1,312.9,1015.3,32.5,10,292.6,25.1,8,,2017-06-20T05:13:42,2017-06-20T21:08:48,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-21,29.5,17.9,23.2,29.3,17.9,23.2,15.7,64.3,0,0,0,,0,0,54,14.3,285.9,1011.9,48.7,10,228,19.7,8,,2017-06-21T05:13:53,2017-06-21T21:09:01,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-22,26,14.8,21.2,26,14.8,21.2,11.6,57.5,0,0,0,,0,0,31.3,10.7,320.3,1014.7,65.1,10,301.8,26,8,,2017-06-22T05:14:07,2017-06-22T21:09:12,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-23,29.8,13.8,20.5,30,13.8,20.5,14.6,70.8,17.074,100,20.83,rain,0,0,90,20,209.5,1010.6,53.1,9.6,219.9,19.1,6,,2017-06-23T05:14:24,2017-06-23T21:09:19,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-24,26.3,16,21.2,26.3,16,21.2,15.2,70.3,0.086,100,4.17,rain,0,0,45.4,22.4,315.8,1012.2,63.9,10,214.4,18.5,5,,2017-06-24T05:14:42,2017-06-24T21:09:25,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-25,30.3,17.6,24.3,30.1,17.6,24.3,15.2,59,0,0,0,,0,0,29.5,15.3,196.3,1014.5,16.7,10,277.4,23.8,7,,2017-06-25T05:15:04,2017-06-25T21:09:28,0.04,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-26,32.3,18.6,25.6,33,18.6,25.9,17.5,63.6,0.038,100,12.5,rain,0,0,61.2,16.7,142.4,1010.6,19.6,10,296.5,25.8,8,,2017-06-26T05:15:27,2017-06-26T21:09:28,0.08,Rain,Clear conditions throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-27,28.7,17.9,23.4,28.4,17.9,23.5,16.6,68.2,0.017,100,4.17,rain,0,0,31,14.1,328.1,1012.8,39.2,10,271.5,23.3,8,,2017-06-27T05:15:53,2017-06-27T21:09:25,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-28,30.5,16.5,24.6,29.8,16.5,24.4,15,58.9,0,0,0,,0,0,25.2,11.7,138.4,1011.7,11.5,10,322.6,28,9,,2017-06-28T05:16:20,2017-06-28T21:09:21,0.14,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-29,33,19.4,26,34.4,19.4,26.5,17.5,61.7,14.434,100,12.5,rain,0,0,54,23.9,157.9,1006.8,25.5,10,311.2,26.9,9,,2017-06-29T05:16:51,2017-06-29T21:09:13,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-06-30,32.4,19.3,26.2,31.4,19.3,25.9,16.3,60.6,2.358,100,12.5,rain,0,0,32.8,14.6,213,1009.3,27.8,9.9,320.8,27.7,9,,2017-06-30T05:17:23,2017-06-30T21:09:03,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-01,34.9,20,26.5,35.6,20,26.9,16.9,57.6,0,0,0,,0,0,56.5,23.5,184.1,1008,41.8,10,270,23.2,8,,2017-07-01T05:17:57,2017-07-01T21:08:51,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-02,28.1,17,22.5,27.7,17,22.4,14.7,64.5,1.218,100,25,rain,0,0,22.3,13.4,160.8,1011.5,50.1,10,281.8,24.1,8,,2017-07-02T05:18:34,2017-07-02T21:08:35,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-03,21.6,16.8,18,21.6,16.8,18,15.5,85.7,8.443,100,58.33,rain,0,0,36,16.7,316.7,1013.1,76.5,8.2,56.8,4.8,2,,2017-07-03T05:19:12,2017-07-03T21:08:18,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-04,22.5,15.1,18.4,22.5,15.1,18.4,10.3,62.2,1.281,100,12.5,rain,0,0,41,21.6,330.8,1016.7,51.8,9.6,243,21.1,6,,2017-07-04T05:19:52,2017-07-04T21:07:57,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-05,25.8,13.2,20.2,25.8,13.2,20.2,11.6,60.1,0,0,0,,0,0,23,8.9,325.9,1019.1,33.2,10,249.6,21.6,6,,2017-07-05T05:20:35,2017-07-05T21:07:34,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-06,23.9,14.9,19.4,23.9,14.9,19.4,13.9,71.4,0.091,100,16.67,rain,0,0,29.9,13.4,326,1017.4,56,10,184.5,15.9,6,,2017-07-06T05:21:19,2017-07-06T21:07:09,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-07,24.5,12.9,18.9,24.5,12.9,18.9,10.2,61.6,0.002,100,4.17,rain,0,0,26.3,9.9,305.7,1019,34.8,9.9,246.8,21.2,7,,2017-07-07T05:22:05,2017-07-07T21:06:41,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-08,27.5,17.2,22,27.3,17.2,22,12.6,56.4,0.004,100,8.33,rain,0,0,24.5,13.2,123.8,1013.5,69.1,10,283.2,24.6,8,,2017-07-08T05:22:52,2017-07-08T21:06:11,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-09,26.4,18.5,21.7,26.4,18.5,21.7,15.1,67.5,0.099,100,4.17,rain,0,0,41.8,16.8,314.6,1014.3,49.5,9.9,276.3,23.8,8,,2017-07-09T05:23:42,2017-07-09T21:05:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-10,30.4,15.9,23.8,29.4,15.9,23.5,13.3,55.5,0,0,0,,0,0,28.8,15.2,180.1,1017.3,20.2,10,315.7,27.1,9,,2017-07-10T05:24:33,2017-07-10T21:05:03,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-11,32.2,19.7,26,32.1,19.7,26.2,16.4,57.1,0.034,100,8.33,rain,0,0,48.2,23.5,146.3,1014.2,19.7,10,304.7,26.3,9,,2017-07-11T05:25:26,2017-07-11T21:04:25,0.58,Rain,Clear conditions throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-12,29.6,18.1,22.4,30.9,18.1,22.5,17.1,73.1,7.094,100,20.83,rain,0,0,46.7,22.5,126.5,1012.2,72.6,9.7,205.1,17.7,7,,2017-07-12T05:26:20,2017-07-12T21:03:45,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-13,28.6,17.7,22.7,28.8,17.7,22.8,16.5,70,5.754,100,20.83,rain,0,0,70.6,27.8,285.3,1009.4,60.1,9.9,278.6,23.9,8,,2017-07-13T05:27:16,2017-07-13T21:03:02,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-14,23.1,15,18.5,23.1,15,18.5,7.9,52.3,0,0,0,,0,0,46.1,24.1,316.3,1014.4,38.1,10,324.3,27.9,9,,2017-07-14T05:28:13,2017-07-14T21:02:17,0.68,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-15,23.5,11.2,17.2,23.5,11.2,17.2,10.8,67.9,0.03,100,12.5,rain,0,0,20.2,9.3,301.8,1014.4,69.2,10,219.1,18.9,6,,2017-07-15T05:29:11,2017-07-15T21:01:30,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-16,23.5,12.3,17.6,23.5,12.3,17.6,12,72.1,0.001,100,4.17,rain,0,0,28.1,12.5,298.4,1018.8,59.2,9.7,196,16.9,6,,2017-07-16T05:30:11,2017-07-16T21:00:40,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-17,26.2,13.3,19.6,26.2,13.3,19.6,11.1,61.7,0,0,0,,0,0,25.2,10.9,315.6,1021,48.8,10,227,19.3,8,,2017-07-17T05:31:13,2017-07-17T20:59:48,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-18,28.3,12.8,21.3,27.4,12.8,21.1,11.1,57.1,0,0,0,,0,0,19.8,15.8,318.5,1020.8,8.6,10,235.4,20.2,8,,2017-07-18T05:32:15,2017-07-18T20:58:54,0.82,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-19,29.4,14.8,22.7,28.2,14.8,22.4,12.1,55.6,0,0,0,,0,0,18,8.9,321.5,1019.2,13.4,9.9,294.3,25.3,8,,2017-07-19T05:33:18,2017-07-19T20:57:58,0.86,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-20,31.4,14.1,23.9,29.9,14.1,23.4,12,52.3,0,0,0,,0,0,28.8,10.1,166.3,1015,3,10,295.9,25.5,9,,2017-07-20T05:34:23,2017-07-20T20:56:59,0.89,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-21,33,17.5,25.8,31.8,17.5,25.3,12.7,47.4,0,0,0,,0,0,33.1,16.1,155,1013.8,9,10,292.9,25.4,8,,2017-07-21T05:35:29,2017-07-21T20:55:58,0.93,Clear,Clear conditions throughout the day.,clear-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-22,30.5,20,25.4,31.3,20,25.6,15.1,53.2,0,0,0,,0,0,24.8,11.6,334.4,1014,24.2,10,271.1,23.4,8,,2017-07-22T05:36:36,2017-07-22T20:54:56,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-23,30.7,19.4,25,30.8,19.4,25.2,17,63.1,0,0,0,,0,0,18,12.6,316.7,1014.8,58.6,10,244.3,21,7,,2017-07-23T05:37:43,2017-07-23T20:53:51,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-24,31.6,19.5,24.6,32.3,19.5,24.8,17.8,67.3,0.485,100,12.5,rain,0,0,28.8,17.8,121.5,1010.5,59,10,235.4,20.3,8,,2017-07-24T05:38:52,2017-07-24T20:52:44,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-25,30.8,19.4,23.7,31.5,19.4,23.8,17.4,69.7,3.038,100,12.5,rain,0,0,54.7,21.3,149,1003.2,52.6,9.7,232.6,20,6,,2017-07-25T05:40:01,2017-07-25T20:51:35,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-26,28.9,17.3,23.2,28.3,17.3,23.1,14.4,59.7,0.002,100,8.33,rain,0,0,32.4,12.4,223.5,1003.7,50.9,10,235,20.1,7,,2017-07-26T05:41:11,2017-07-26T20:50:24,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
Iasi,2017-07-27,25.5,18.3,21.6,25.5,18.3,21.6,16.9,75.3,2.051,100,12.5,rain,0,0,31,12.4,302,1005.9,60.2,9.6,178.7,15.4,5,,2017-07-27T05:42:22,2017-07-27T20:49:11,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"15056099999,15111099999,15090099999,15113099999,15094099999,LRIA"
